Date,StoreID,ProductID,QuantitySold,Revenue
2024-09-11,85,RV-9448,25,29.44
2024-06-29,41,Hc-0321,41,124.39
2025-01-10,72,XL-6327,29,398.08
2024-10-21,9,nP-3674,39,295.23
2025-01-29,,eU-9338,46,70.92
2024-05-10,54,,11,28.8
2024-11-11,36,KQ-6797,26,63.95
2024-07-07,43,Yo-8634,2,330.82
,,sv-0879,38,265.7
2025-03-26,17,aJ-3031,9,175.43
2024-05-14,17,Ko-9845,2,65.07
2024-11-16,94,pN-6166,,
2024-12-01,85,aS-8316,12,270.69
2024-06-22,60,yF-4431,20,197.36
2024-10-25,,,34,411.51
2025-02-09_err,69,He-4410,12,
2024-06-10,34,ke-4443,24,395.57
2024-08-31,8,IQ-8609_err,,494.8
2024-06-22,78,Gd-5174,46,278.81
2024-12-11,54,iM-5541,45,232.23
2024-04-29,5,Ma-5907,43,448.84
2025-01-14,8,XT-3140,37,302.98
2024-11-16,76,Kq-4414_err,9,10.87
2024-12-14,,SR-2956,41,238.48
2024-06-11,27,WD-7130,30,472.72
2024-06-07,44,FH-5835,31,331.83
2024-04-13,99,hO-2041,46,96.47_err
2024-06-14,57,pJ-3940,35,487.48
2025-03-24,93_err,AP-9092,,304.61
2024-10-26,61,pb-1442,34,142.79
2024-07-31,53,Db-2603,41,463.38
2025-01-20,18,jR-9508,23,317.25
2024-04-03,6,fm-1976,49,478.32
2025-01-30,21,,16,17.59
2024-05-10,3,tV-7278,40,144.85
,39,mj-7462,,32.53
2024-04-09,69,WO-5384,35,98.11
2024-08-31,2,nG-6699,34,119.42
,8,,,219.32
2025-03-01,97,yp-7156,30,367.64
2025-01-16,46,Xr-8526,,446.98
2024-09-25,36,xj-3471,39,292.78
2024-11-18,35,Jl-4645,20,24.15
2024-07-10,65,vg-7850,27,95.37
2024-06-18,29,Qw-5160,13,
2024-07-13,37,Ru-3227,16,278.26
2024-08-03,24,Lr-3472,44,137.03
2024-10-18,89,BT-6657,29,31.12_err
2024-08-02,8,wJ-6317,40,233.57
2025-01-09,11,mB-4231_err,34,8.01
2024-09-04_err,28,yq-1406,12,203.69
2024-05-21,56,rJ-1188,44,167.85
2024-06-26,38,JD-3207,16,193.72
2025-02-09,58,Hv-4188,38,262.49
2024-05-28,44,hd-2616,25,283.74
2024-04-11,68,ir-2612,3,333.86
2024-08-18,23,sb-1266,13,450.07
2024-06-12,33,AG-5038,8,344.62
2024-05-04,17,qS-0750,13,148.39_err
2024-10-01,62,Ra-0359,20,177.54
2024-07-03,76_err,Th-0805,39,360.24
2024-12-18,1,qy-7672,18,136.92
,13,XI-9918,8,
2024-04-17,13,,28,462.63
2024-06-27,4_err,rZ-9646,38,
2024-11-13,20,bx-3736,22,182.02
2024-10-11,62,Ra-3362,,362.44
2024-09-03,38,Rm-3164,42,143.52
2024-12-13,,CY-0361,27,231.3
2024-09-25,41,eO-8638,43,148.0
2025-01-16,21,Gn-0551,15,185.98
2024-04-26,94,Am-8310,33,
2024-12-25,6,cP-4832,42,477.46
2024-09-08,37,zQ-9960,41,104.67
2024-09-10,5,tN-7533,,316.84
2024-11-03,87,Yw-0457,4,422.82
,51,fE-8226,,48.51
2025-02-01,99,ks-6561_err,26,246.54_err
2024-04-06,84,yR-6544_err,4,379.41_err
2024-09-24,11,,17,220.0
2024-06-02,56,si-1979,27,369.49
2024-07-11,48,bi-1071,45,421.56
,73,AK-5009,,319.02
2024-07-04,61,Ja-7222,3,483.06
2024-08-01,,gK-6787,38,178.9
2024-11-24,87,jN-5367,3,127.35
2024-06-15,48,SH-2571,37,
2024-09-30,84,Kn-0761,3,238.66
2025-02-01,92,VH-5851,5,481.97
,28,fy-1730,49,389.15
2024-06-10,89,yI-7233,13,252.5
2024-09-25,40,Mt-0946,10,356.0
2024-04-20,96,MV-4680,9,267.08
2024-10-13,87,HE-8882,17,166.84
2025-01-12,17,Xq-0531,41,80.89
2024-05-15_err,41,dv-8939,38,331.85
2024-10-14,24,VV-3917,19,120.35
,88,wt-0089,45,77.63
2024-08-01,20,,22,41.1
2025-02-01,48,mW-5107,25,10.28
2024-12-04,28,FC-3578,39,205.07
2024-11-19,52,at-9667,41,325.78
2024-09-29,39,YD-3781,46,294.3
2024-11-21,52,RV-9446,5,325.41
2024-07-06,38,eB-1013,2,370.11
2024-06-29,56,EP-8981,44,106.08
2024-07-15,41_err,fv-4036,,
2024-12-20,23,bu-7897,19,336.75
2024-04-08,35,IQ-9597,45,
2024-04-23,60,,44,
2024-12-19,10,RO-8867,19,340.87
2025-03-10_err,87,DU-2614,8,
2024-04-06,99,GA-3197,11,443.46
2024-09-16,49,LR-2525,48,186.62
2024-09-12,40,iK-2767,44,115.87
2025-02-18,61,II-4327,7,141.16
2024-11-27,84,RF-6293_err,,200.26
2024-09-17,96,sJ-9239_err,30,249.03
,10,ZL-7563,46_err,313.43
,28,dh-9533,30,292.07
2024-05-27,18,Qf-3674,20,215.16
2025-02-08,79,eB-0228,30,59.06
2025-02-28,73,vm-1410,10,440.47
2024-09-02,53,rr-6249,5,249.75
2024-04-04,18,ED-6494,38,433.16
2024-04-14,40,dy-0233,29,364.33
2025-01-24,14,eW-4814,4,473.43
2024-05-04,44,,19,456.18
2025-03-20,68,xQ-7364,19,184.84
2024-12-20,,Ke-7448_err,6,348.66
2025-01-23,33,Hp-3396,49,11.63
2024-12-19,46,VJ-0378,,201.29
2024-07-26,98_err,OF-0386,35,150.75
2024-10-30,22,Ot-9577,38,54.12
2024-11-19,60,Yf-1497,8,424.57
2024-08-25,,aw-3638,5,214.5
2024-08-13,63,sw-2203,,240.48
2024-11-04,55,kO-9553,26_err,345.42
2024-11-25,,pA-2630,15,70.69
2024-11-17,29,uT-8328,17,194.25
2024-05-30,88,KW-2109,28,483.59
2024-10-15,4,,39,422.44
2025-03-01,1,JF-9785,49,295.52
2024-07-06,68,Yt-6086,15,32.29
2024-06-23,23,yR-1839,9,125.36
2024-10-23,1,lt-8407,41,27.79
2024-06-01,48,IH-1047,49,445.99
2024-09-30,7,iP-8924,49,301.34
2024-04-17,51,AE-8662,2,145.71
2025-02-17,43,vW-5705,41,
2025-01-01,89,wq-7915,17,312.53
2024-11-20,57,uT-5995,1,78.27
2024-05-16,100,,46,116.74
2024-08-11,39,hc-4618,44,249.0
2024-11-02,55,iQ-5582,40,450.34
2025-03-18_err,63_err,vt-6287,,374.43
2024-09-28,21,vD-7960,,445.81
2024-04-26,58,ry-0693,30,411.22
2024-04-25,42,xr-4449,21,241.64
2024-07-12_err,73,BN-5640,14,39.79
2024-10-27,68,PC-1389,32,279.94
2024-12-16,43,Tk-5138,3,276.12
2024-11-04,13_err,XZ-7663,47,263.53
2024-09-18,81,hr-7504,28,358.55
2024-05-09,,Wr-4392,15,437.63
2024-11-28,6,Np-6689,,225.4
2024-04-06,49,Vr-0873,2,199.55
2024-11-21,70,WL-3142,36,408.03
2024-08-20,19,,27,419.44
2025-01-31,49,Vl-6092,44,170.53
2024-10-25,20,oR-7386,3,42.3
2024-05-13,37,BO-0139,,149.76
2025-01-06,65,jN-7051,1,270.87
2024-10-03,98,JK-7709,31,258.65
2024-10-25,4,yf-5818,14,240.23
2024-08-14,89,Hs-6571,9,185.82
2024-10-09,20,UC-9664_err,27,169.59
2024-09-24,89,oJ-7538_err,33,33.74
2024-04-02_err,77,kA-8804,15,19.67
2025-01-02,20,rI-2440,31,376.52
2024-07-03,2,yk-3014,12,128.05
2024-12-19,28,hz-0084,13,
2024-10-02,48,,42,301.91
2024-08-25,51,BD-2184,38,168.42
2025-02-15,,At-2265,38,41.77
2024-07-22_err,82,TD-7103,,499.11
2024-07-05,94,fW-9878,19,315.28
2024-09-16,72,PB-1414,4,438.62
2024-09-01,32,Dd-0489,37,311.2
2024-06-24,48,VW-9877,9,137.26
2024-08-03,29,Mh-3838_err,1_err,148.61
2024-08-11,17,mI-3094,30,410.72
2024-11-30,,,24,276.44
2024-08-15,52,Pu-0147,44,427.16
2024-08-18,50,nQ-6313_err,32,6.73
2024-04-13,49,IP-8094,8,239.04
2024-05-24,89,Bg-7956,33,376.3
2024-09-11,92,rl-6689,49,388.89
2024-11-12,45,aA-2704,38,422.5
2024-09-20,,rs-7251,12,70.47
2025-03-17,,dF-2373,10,323.67
2024-12-01,,Fa-9145,9,
2024-04-01_err,36,Oo-7583,41,144.63
2024-04-11,94,lp-8697,36,367.55
2024-07-12,,bY-6618,43,45.64
2024-06-26,34,fL-6657,42,378.16
2025-02-02,75,RP-3805,26,331.0
2024-11-30,62,zZ-4122,24,
2024-06-06,9,yb-9682,16,33.9
2024-12-14,38,QY-1191,35,214.52
2024-09-18,55,,33,262.13
2024-06-13,96,wh-2311,3,493.85
2025-02-08,23,RT-0187,45,40.6
2025-02-25,52,zs-0695,47,156.52_err
2025-01-26,13,,14,348.92
2024-05-29,23,lU-1239,30,61.61
2024-09-25,,sJ-0345,34,236.45
2024-11-07,4,DM-0722,26,360.05
2024-09-15,76,Th-6410,27,174.75
2025-03-28,26,kv-6207,21,294.66
2025-01-02,10,GJ-1760,12,139.57
2024-07-21,80,Mi-7501,14,333.3
2024-07-27_err,63,MI-5889,,318.41
2024-11-25,37,yy-0332,5,253.67
2024-07-14,7,AX-4216,1,377.84
2024-06-05,100,,5,394.46
,,Yx-8382,3,105.43
2024-06-05,11,Uh-0706,14,44.35
2025-02-06,20,Ce-3952,5,496.48
2024-08-18,43,bN-2855,11_err,488.94
2024-11-10,13,jj-2515_err,26,91.25
2024-08-01,72,Ma-2635,,425.35
2024-05-05,68,Ad-9388_err,27,230.73
,82,RI-3575,37,241.15
,9,Tk-8470,23,291.21
2024-08-19,24,fi-0425_err,16,346.6
2024-11-15,31,AH-4531,39,189.53_err
2024-09-09,74,nl-3469,4,409.42
2024-11-11,45,vs-8306,4,407.05
2025-03-22,68,sQ-4444,42,366.43
2024-08-06,19,Yp-7584,22,327.14
2024-12-28,28,Lw-9005,47,440.09
2025-03-12,,pU-9906,45,397.12
2024-09-28,7,iU-3197,4,348.15
2024-07-23,39,TM-1817,4,10.83
2025-03-08,21,Hp-0060,1,
2024-06-13,16_err,ag-7470,36,413.96
2025-03-18,22,jf-4255,37,360.89
2024-09-24,70,qA-8105,19,68.22
2024-05-01,4,QN-5292,14,257.83
,27,vz-3425_err,2,18.09
2025-02-22,88,QQ-2833,25,28.24
2024-12-15,85,bL-3399,17,198.41
2024-04-12,63,Cg-9261,,403.98
2024-09-13,,Lp-3253,27,292.6
2024-08-17,28,zG-4023,40,334.19
2024-06-22,35,Ii-2131,36,350.79
2024-05-04,15,wH-8403,43_err,234.91
2024-11-23,66,yU-2186,31,183.12
2024-09-12,36,AS-9086,49,
2024-04-25,45,vk-4782,22,373.77
2025-02-02,53,Mc-4437,27,418.72
2024-09-22,39,YI-9908,38,223.03
2024-11-12,78,qt-4657,37,89.62
2024-08-18,51,GJ-4188,27,104.57
2025-01-31,44,,40,303.08
2025-03-05,,iq-1436,17,426.08
2025-01-06,50,gx-7305,42,322.98
2024-11-16,94,OH-1974,25,381.69
2024-10-01,27,Uk-7977,29,108.78
,80,,22,52.3
2024-04-29,76,xh-8145,2,82.54
2024-08-20_err,18,JC-7125,20,354.15
,62,ph-7611,27,109.42
2024-11-21,31,kh-3266,27,494.06
2024-10-02,68,ph-0861,18,346.93
2025-01-29,93,GB-2820,49,85.63
2025-01-15,74,Th-3903,,217.7
2024-07-17,64,th-1228,8,72.29
2024-11-16,93,oY-9497,5,346.56
2024-08-31,84,KA-6309,33,199.91
2024-05-05,9,,4,141.7
2025-02-24,63,Zp-0842,25,264.32
2024-12-25,6,dR-8924,21,214.76
2024-03-31,99,,17,405.84
2024-05-13,33,xN-3926,44,127.93
2024-08-14,76,PE-8503,39,332.89
2024-09-18,54,Tu-0474,49,240.91
2024-04-23,36,WW-4564,23,45.0
2025-01-06,8,yT-7082,8,461.67
2024-12-28,75,zk-4970,39,428.09
2024-09-05,48,Ek-1743,42,152.92
2024-12-23,1,mq-6721,24,302.83_err
2024-12-16,26,uI-2143,8,166.07
,80,lB-1899,8,52.77
2024-11-19,39,sO-8858,24,85.61
2024-11-21,46,jE-5049,5,379.53
2024-05-23,79_err,zG-7478,3,130.51
2024-09-14,72,FG-6813,8,148.93
2025-03-25,4,fg-4883,3,104.88
2024-07-13,76,Lz-5041,16,398.32
2024-10-08,18,cC-7373,49,196.89
2024-12-30,14,zc-1363,6,204.94
2024-07-22,95,YS-9945,9,92.08
,5,Nt-6491,41_err,369.27
2025-01-06,97,,32,419.06
2024-04-19,8,eb-9624,31,332.6
2024-04-23,48,Qs-6138,45_err,370.25
2024-11-05,8,zg-1354,47,117.08
2024-05-12,43,pY-4877,9,
2024-04-27,43,rG-7892,30,68.68
2025-02-18,66,Bc-3515,33,168.11
2025-03-31,66,JK-2003,8,65.51
2024-10-09,55,Rr-8221,47,329.69
2024-11-21,63,VK-9773,42,136.66
2024-12-31,,sQ-9123,42,265.94
2025-02-28,82,Ll-8050,39,21.43
2024-12-30,74,GT-7688,15,194.7
