Date,StoreID,ProductID,QuantitySold,Revenue
2025-01-24,59,WI-3050,15,
2024-12-23,30,sr-9009,19,6.38
2024-06-24,81,xF-8472,32,81.51
2024-08-23,44,tI-7660,22,
2025-03-07,23,py-5958,,400.7
2025-01-18,33,Eo-1842,32,315.85
2025-02-27,,iZ-6085,16,259.34
2024-05-07,,WZ-2792,1,437.36
2024-10-15,26_err,dV-4214,19,227.47
2025-02-09,64,DO-2249,25,
2024-05-28,42,Ws-2455,49,10.23
2024-06-15,31,WX-9759,21,212.18
2024-08-03,83,no-5938,40,145.98
2024-11-26,34,SE-7212,,366.06
2024-04-27,26,Gw-8257,2,102.98
2024-04-08,8,vv-0431,19,67.31
2024-09-14,19,QK-8724,28,283.92
2024-07-14,94,,40,206.37
2025-03-14,45,om-9686,49,41.87
2024-12-25,30,RX-7537,7,
2024-09-01,96,ZV-7606,12,495.81
2024-10-05,52,,,377.24
2024-11-24,45,lc-3066,42,247.54
,22,ur-1574,42,43.39
2025-01-06,17,hZ-8057,41,236.68
2024-12-25,33,Xz-4365,25,180.96
2024-06-26,83,Vk-8221_err,22,127.88
2025-02-14,31,oA-2833,9,
2024-05-18,22,zP-0954,2,192.67
2024-12-08,57,GA-3016,29,430.33
2024-10-11,20,,9,470.38
,39,rr-8560,34,312.14
2025-01-27,47,mT-5582,20,353.06
2024-06-03,75,Uz-1920,18,97.14
2024-09-06,67,,23,33.25
2024-12-14_err,17,eM-2779,25,348.06
2024-07-30,86_err,kH-8944,49,339.51
2024-11-20,100,ri-6329,3_err,
2025-01-02,30,mV-5885,9,249.56
2024-11-29,8,bF-8442,15,56.0
2024-06-08,73,DR-3689,36,
2025-01-03,93,Yf-3941,11,51.44
,48,Nj-9657,30,206.7
2025-02-02,22_err,xW-1377,38,208.58
2024-11-18,87,kp-3657,49,468.43
2024-08-26,26,OA-0928,30,221.56
2024-08-17,,vR-8396,18,319.24
2024-06-20,88,FM-0431,30,467.35
2024-05-18,7,XZ-6339,1,102.23
2024-06-29,32,gm-8016,11,494.39
2024-06-22,7,NX-0284,11,325.25
2024-07-31,69,uM-4868,26,302.81
2024-07-26,41,,8,368.19
2024-11-04,28,pf-8671,27,202.7
2024-10-29,90,MO-4935_err,2,79.3
2024-06-23,93,LU-3283,24,385.5
2024-04-19,82,mH-5881,35,185.04
,52,yS-6327,42,260.93
2025-03-08,61,Cj-5852,21,119.73
2024-06-15,79,Li-5985,45,
2024-04-03,69,sG-6028,,169.91
2025-01-01,35,,26,441.46
2024-08-30,74,,50,434.52
2025-03-06,87,ds-2399,16,202.46
2024-11-07,12,GB-9960,28,278.05
2024-04-15,19,nt-0631,24,246.41
2024-12-17,85,Hz-4545,8,48.5
2024-05-29,31,SV-2668_err,19,202.59
2024-04-15,97,Vo-1060,3,159.35
2024-07-31,84,Kd-9278,40,139.57
2025-01-24,52,,6,193.86
2024-08-27,27,Ip-4882,1,442.28
,56,wL-1393,,301.94
2024-10-05,12,pq-7463,44,14.24
2025-01-02,70,EK-3454,34,496.94
2024-08-22,12,xY-8853,27,290.78
2024-12-26,69,GT-8260,9,79.29
2024-06-05,75,Xd-0758,3,407.09
2024-09-20,85,,23,474.44
2024-08-10,46,ZZ-0115,18,185.27
,61,yD-5897,23,172.45
2024-11-19,21,BT-6005,2,
2024-10-13,57,zX-4877,44,292.89_err
2025-03-13,27,aJ-3686,36,52.25
2024-11-19,41,OW-5661,48,307.87
2024-07-05,75,lC-2712,12,75.08
2024-10-27,40,gI-5876,7,379.67
2024-09-25,24,Ud-6381,1,434.82
2024-07-28,84,bw-2467_err,23,329.13
2024-04-08,5,Ln-9514_err,38,367.26
2024-12-09,,ax-7284,9,329.66
2025-02-19,1,rp-2168,30,326.06
2024-12-04,42,lK-4807,35,211.45
2024-08-25,32,TD-9491,4,415.17
2025-03-06,53,zg-8945,15,218.51
2024-12-29,9,Ae-8286,20,257.38
2024-07-09,,yz-6762,13_err,
2024-08-11,31,dP-3140,19,
2024-10-24,15,xt-9207,35,30.85
2024-04-08,100,aT-2835,,373.88
2024-12-22,76,sR-1788,10,203.23
,53,,17,375.93
2024-05-09,34,xZ-8448,4,214.9
2024-11-25,80,Sk-3769,49,239.25
2025-02-01,40,mC-5111,,350.12
2024-06-09,12,ks-0857,8,384.06
2025-01-06,27,Mt-8819,41,161.35
,71,uy-2234,21,98.81
2024-06-05,62,mS-0890,22,88.02
2024-06-13,69,sv-0419,34,442.83
2025-03-06,11,xJ-0723,20,393.98
2024-12-17,71,HT-0398,38,386.8
2024-05-12,65,hM-5450,49,56.35
2024-12-07,67,Rt-5350,3,494.73
2024-04-23,56,OG-4030,45,329.4
2024-04-27,3,AU-1315,49,62.0
2024-10-19,83,mu-5422,7,44.87
2024-07-14,22,FD-8509,41,419.71
2025-01-25_err,13,yw-9444,38,21.47
2024-11-25,68,nl-5336,49,461.18
2025-01-09,31,,23,316.51
2024-11-30,97,WR-1700,5,276.07
2024-10-23,25,wY-5309,15_err,455.05
2024-05-23_err,77,Mq-7935,31,347.77
2024-07-04,23,yr-2710,44,162.33
2024-10-28,15,Wz-9248,46,271.2
2024-05-11,29,Rl-8960,31,187.83
,79,bQ-8892,14,325.16
,42,ft-2070_err,48,439.92_err
2025-03-13,41,iN-6019,,423.53
2024-06-30,88_err,MU-3313,,240.07
2025-03-21,87,RL-3514,30,115.18
2024-07-24_err,27,Kn-7791,38,440.48
,94,SC-3884_err,,486.85
2025-03-10,94,Lv-8290,48,279.94
,,Ph-8474,24,429.75
2024-12-02,42,zY-1532,45,217.45
2024-05-11,15,gH-6074,39,416.95
2024-06-24,37,,49,41.34
2024-10-15,1,RH-0230,10,15.68
2024-07-03,61,qu-0459,50,42.81
2024-12-27,56,,42,135.7
2024-07-31,91,Xw-9108,20,143.03
2024-12-01,56,SG-6777,11,73.43
2025-01-06,18,,44,222.25
2025-01-12_err,,uI-3190,47,277.36
2025-03-21,13,yl-4672,29,394.84
2024-11-15,64,Uc-0302,22,193.22
2024-09-06,25,ie-2071,15,344.38
,96,pr-8238,6,80.12
2025-03-29,,uW-9656,38_err,45.05
2024-07-07,82,lE-5974,7,16.85
2025-02-11,99,Bz-0414,33,66.85
2025-03-19,23,aH-0075,6,228.81
2024-06-14,,WR-6887,6,
2024-09-26,88,BB-6197,45,408.0
2025-02-19,85,se-7715,7,51.46
2024-09-15,33,db-3047,16,268.5
2024-04-29,100,GQ-7186,22,458.49
2024-07-06,12,tO-4534,9,408.82
2025-03-19,65,rr-5561,21,16.91
2024-09-26,76_err,us-2785,19,118.35
2024-07-22,88,EF-9547,20,138.5
2024-12-12_err,6,Zi-5379,31,
2024-05-08,85,cS-6118,19,13.02
2025-03-03,,pb-8689,29,281.1
2024-04-21,21,kU-4535,41,480.23
2024-09-23,81,Sh-8167,33,185.88
2024-04-07,82,Fy-3413,39,250.87
2025-01-08,34,,30,42.74
2024-08-13,10,YQ-4502,,57.5
2024-06-08,,gw-7627,10,74.84
2025-01-17,97,,27_err,119.35
2025-01-07,95,,47,21.94
2025-03-03,99,Ql-5039,50,376.52
2025-02-14,69,jH-2645,40,
2024-11-12,57,aV-5047,45,227.11
2024-04-26,39,mz-8456,49,146.12
2025-01-04,70,fE-0961,15,319.21
2024-09-19,82,XE-2893,46,182.18
2024-05-17,44,oq-9412,22,160.14
2024-11-29,39,qN-0355,33,59.81
2025-01-13,,LW-9007,46,328.99
2024-05-07,46,Nt-3025,36,339.67
2024-11-07,69,Dn-4137,12,498.6
2024-10-03,,Nh-0159,10,316.74
2025-01-16,5,Ue-5967,16,
2024-11-21,91,zc-4634,14,143.95
2024-05-29,,,,297.49
2024-05-29,,Ba-2206_err,32,260.57
2024-06-12,21,wQ-3390,33,274.24
2024-08-30,11,yL-8998,4,
2024-06-14,95,LV-4213,19,352.23
,55,oW-9736,25,152.11
,59,NW-7721,13_err,492.9
2025-03-10,45,RW-5277,7,482.06
2025-02-21,34,IM-3703,50,411.91
2025-03-18,38_err,mJ-8055,47,
2024-12-19,29,IZ-8755,19,
2024-10-04,38,MW-6692,21,243.45
2024-11-17,31,HP-6592,2,304.07
2025-03-05,76,Mi-6966,,431.27
2024-11-08,53,gP-7956,41,143.11
2024-05-09,19,tc-5362,,119.48
2024-12-06_err,87,,45,155.71
2024-08-26,14,EL-3063_err,14,497.48
2025-02-12,13,bX-6501,9,37.17
2024-06-05,34,gf-8966,2_err,372.11
2024-04-12,19,sS-4163,2,441.48
2025-01-17,45,Xr-5114,36,56.81
2024-09-11,45,qy-2069,39,324.89
2025-03-11_err,57,PK-3375,3,210.17
2024-08-21,18,tB-7112,37,381.79
2024-12-16,64,zu-1581,,126.02
2024-07-29,56,VU-3515,28,336.66
2024-08-11,17,cB-8826,7,229.98
2025-02-13,63,eI-5982,2,261.95
2024-05-22,15,JI-1001,22,335.86
2024-09-05,79,zO-8730,18,178.44
2024-05-30,39,QQ-6389,,278.47
2024-07-27,63,Wj-4338,33,329.57
2025-02-13,21,VM-4782,11,305.47
2025-02-08,53,YC-5015,43,243.43
2025-02-17,2,ry-6913,,155.33
2024-09-07,33,RH-1754,35,133.29
2024-08-21,80,WB-5597,7,76.02
2024-05-27,90,SJ-2884,28,239.16_err
2025-02-21_err,27,KU-4060,35,449.38
2024-11-16,40,dW-9003,8,369.84
2024-07-19,62,yW-5728_err,26,258.27
2024-05-02,36,Io-6184,34,475.0
2024-07-16,91,Hu-8785,8,207.89
2025-02-25,15,gQ-3459,3,336.83
2024-10-28,82,sN-8973,,498.41
,81_err,vh-4518,34,323.93
2024-06-28,42,wi-9355,27,99.33
2024-06-08,32,vV-9793,26,433.7
2024-10-29,15_err,ml-2877,49,227.92
2024-11-01_err,72,ZK-1047,41,289.89
2025-02-22,33,TW-9849,24,133.15
2024-07-28,48,eY-0210,8,
2024-10-30,48,Ep-7840,24,460.5
2024-10-01,44,hX-7897,13,422.8
2024-09-22,61,bl-1784,2,367.29
2024-07-06,15,lq-3763,18,82.16
2024-06-07_err,93,oa-4420,19,223.99
2024-05-18,,ho-4237,3,314.28
2024-06-02,91,Kd-1699,16,209.21
2024-12-02,49,Cc-3960,1,299.05
2024-08-25,70,Ga-5492,48,209.81
2024-07-26,26,CX-9876,22,436.41
2024-04-12,54,Yg-8787,25,53.7
,87,Xj-8492,,168.2
2024-11-03,,qq-8013,25,416.72
2024-06-15,100,Qu-3989,25,365.48
2024-04-28,9,Kk-0087,,427.91
2024-12-10,47,Zb-6146,1,481.58
,46,Xu-8839,18,44.57
2025-02-12,59,,37,329.83
2024-11-22,72,Ul-2137,26,231.58
,39,me-2872,16,67.25
2024-08-26,76,Rw-4981,28,27.98
2024-10-05,44,iF-5731,25,96.77
2024-06-10,90,,16,106.82
2025-03-11,64,sO-0523,,413.68
2025-01-01,73_err,at-0984,49,107.3
2024-05-08,6,ZM-4138,,116.09
,91,vq-1363,19,293.48
2024-09-30,77,uo-3558,19,198.72
2024-07-10,15,WX-1212,43,470.23
2024-04-16,55_err,jS-2814,37,221.39
2024-04-24,32,Os-9916,7,436.04
2025-03-18,36,lZ-4058_err,26,
2024-08-05,89,af-1589,17,362.64
2025-01-26,18,uw-8680,16,498.31
2024-12-13,56,UY-1503,35,397.35_err
2024-07-12,91,sx-9733,31,222.31
2024-06-07,8,VZ-5088,47,42.84
2025-02-17,46,SD-2945,10,123.58
2024-05-02,58,Gu-3086,21,398.04
2025-03-26,59,uk-0594,11,
2024-04-26,8,mN-7933,44,260.44
2024-10-30,75,gx-8386,18,459.94
2024-12-19,40,Bh-7213,18,137.41
2024-12-24,,CX-9897,4,136.75
2024-12-31,6,PZ-1931,29,78.89_err
2024-06-03,90,gJ-3179,46,427.68
2024-05-30,71,Vj-8522,45,412.2
2025-01-17,,,,311.83
2024-11-27_err,18_err,bE-5880,6,52.49
,56_err,nv-5514,7,418.8
2024-05-10,80,SV-7548,7,29.48_err
2025-03-05,78,II-3338,15,204.05
2024-09-29,96,Rm-0676,34,461.06
2024-10-31,36,Wi-6637,8,209.43
2024-05-01_err,38,VZ-8802,35_err,399.72
2024-12-09,4,jZ-6456,11,49.38
2024-04-23,76,Uy-6288,34,88.36
2025-02-16,8,TX-0352,15,316.22
2025-04-02,58,aT-1756,33,207.85
2025-02-13,74,Gi-1268,20,220.48
,26,mu-0157,32,267.86
2024-10-27,82,br-3388,6,167.65
,82_err,,10,289.65
2024-11-21,27,cJ-4558,47,54.71
,77,wL-0978,11,363.72
2024-10-31,62,Zq-5894,33,490.23
2024-07-27,15,AT-2253,8,297.44
2025-01-21,92,KT-6103,26,383.84
2024-10-20,29,kA-5438,29,352.94
,71_err,CC-7563,18,307.8
2024-06-03,29,,32,257.44
2024-10-06,21,,,454.07
2024-06-16,58,nE-3595_err,21,60.26_err
,93,LJ-7730,10,88.96
2024-10-22,15,Rp-1378,43,30.22
